id,filepath,label_raw,label,source,split
6515331269b9,Data/raw/roboflow_dirt/train/IMG_20241003_090247_560_jpg.rf.19c16d195a5be0f04e24bb9ce43e8d3c.jpg,Clean,clean,roboflow_dirt_det,test
78726920dfc2,Data/raw/roboflow_dirt/train/IMG_20241003_094307_316_jpg.rf.19e7aa4567759195f2f8b9bab0256ed6.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
3ec6f2c02ea9,Data/raw/roboflow_dirt/train/IMG_20241003_092250_176_jpg.rf.19555a86461ca64eae84534d46b0bcee.jpg,High-Dirty,dirty,roboflow_dirt_det,test
6cb69f965bdb,Data/raw/roboflow_dirt/train/IMG_20241003_093426_720_jpg.rf.197579793b4aa59f4091f1472497e543.jpg,High-Dirty,dirty,roboflow_dirt_det,test
37b8aa64fc0c,Data/raw/roboflow_dirt/train/IMG_20241003_092538_771_jpg.rf.1834d621547cb34ed60264c7fb8f6f92.jpg,High-Dirty,dirty,roboflow_dirt_det,test
94725e1c67c9,Data/raw/roboflow_dirt/train/IMG_20241003_095250_310_jpg.rf.182c56e8a152da41685720be84932b5a.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
74db448309cd,Data/raw/roboflow_dirt/train/IMG_20241003_093812_538_jpg.rf.1a30dea284734bb683bba7da5de19c1d.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
de2654782c10,Data/raw/roboflow_dirt/train/IMG_20241003_093707_702_jpg.rf.18d9eaaa9e637a80edd36ca95a6db881.jpg,High-Dirty,dirty,roboflow_dirt_det,test
5e2b6c836bd2,Data/raw/roboflow_dirt/train/IMG_20241003_095250_310_jpg.rf.19c7c1851df631e5dca16229518aff04.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
5d93568f8cf0,Data/raw/roboflow_dirt/train/IMG_20241003_093411_907_jpg.rf.1a4ddc584bad89448b39d4a05397c5c9.jpg,High-Dirty,dirty,roboflow_dirt_det,test
e7dfb8e4145e,Data/raw/roboflow_dirt/train/IMG_20241003_085832_965_jpg.rf.1a294a858c7e3b7607fafb92a0d59470.jpg,Clean,clean,roboflow_dirt_det,test
9756f6f9d1a8,Data/raw/roboflow_dirt/train/IMG_20241003_091158_436_jpg.rf.1956edf21a6040f268ba6b5d16a87bba.jpg,Clean,clean,roboflow_dirt_det,test
efecb71953d8,Data/raw/roboflow_dirt/train/IMG_20241003_093519_738_jpg.rf.1a98ed9c7a92c689a3c41c2cba6dddd8.jpg,High-Dirty,dirty,roboflow_dirt_det,test
31af07a5b57a,Data/raw/roboflow_dirt/train/IMG_20241003_095230_057_jpg.rf.1bbc79b4cf450bbd022aab940ebfdccc.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
5e04412e1327,Data/raw/roboflow_dirt/train/IMG_20241003_093415_175_jpg.rf.1ba0f941a7ada784c987c78db3f169fb.jpg,High-Dirty,dirty,roboflow_dirt_det,test
bea8c5e083db,Data/raw/roboflow_dirt/train/IMG_20241003_095020_882_jpg.rf.1b192c475f15ac7f379ab5a87b7af44e.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
5bb68b9b0359,Data/raw/roboflow_dirt/train/IMG_20241003_094336_913_jpg.rf.1c7f16218a8a3ecd0a892fb78a09c303.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
39ae844ed0e9,Data/raw/roboflow_dirt/train/IMG_20241002_214917_195_jpg.rf.1c3fb0e3e6cea0080c770c01afe1d2b3.jpg,Clean,clean,roboflow_dirt_det,test
871c8d5a57fa,Data/raw/roboflow_dirt/train/IMG_20241003_090215_364_jpg.rf.1b1d5d248ce66f0ee4a48029b494b1b6.jpg,Clean,clean,roboflow_dirt_det,test
79fc104a6990,Data/raw/roboflow_dirt/train/IMG_20241003_093407_191_jpg.rf.1a7c27cb7eb0a72f904280d6efd458e5.jpg,High-Dirty,dirty,roboflow_dirt_det,test
6d925a832ffa,Data/raw/roboflow_dirt/train/IMG_20241003_092300_376_jpg.rf.1b08bf599950fd082f6f009610712cdf.jpg,High-Dirty,dirty,roboflow_dirt_det,test
62f5eca3ca15,Data/raw/roboflow_dirt/train/IMG_20241002_214852_883_jpg.rf.1ce076dadec8cde91347ecc52a3aaac2.jpg,Clean,clean,roboflow_dirt_det,test
2b24a446d2d4,Data/raw/roboflow_dirt/train/IMG_20241003_091216_813_jpg.rf.1a99e3b06ac59d8d90751c83ad3efc3f.jpg,Clean,clean,roboflow_dirt_det,test
49652e5e4d79,Data/raw/roboflow_dirt/train/IMG_20241003_093820_932_jpg.rf.1c2ba117adc40af68760086c8cd3f2a4.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
3326ef93b434,Data/raw/roboflow_dirt/train/IMG_20241003_094250_538_jpg.rf.1d34862e1157a01609e1a2f4371dc43c.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
113866d73de6,Data/raw/roboflow_dirt/train/IMG_20241003_092711_562_jpg.rf.1c8f93f332d762e73fc42cd7af6ba88a.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
12411b95df9d,Data/raw/roboflow_dirt/train/IMG_20241003_095555_834_jpg.rf.1aace5fc322ef0b7bcfe0a4f1635cf9f.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
11a7a1058c51,Data/raw/roboflow_dirt/train/IMG_20241003_093843_978_jpg.rf.1c8a2d940a27abaf0ab6506f5a7689ef.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
133d261744da,Data/raw/roboflow_dirt/train/IMG_20241003_093725_196_jpg.rf.1c856b0e8f93f1bfed3d22c27653fbdb.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
7bae092307ed,Data/raw/roboflow_dirt/train/IMG_20241003_093741_158_jpg.rf.1cd5fc001cb35b07aeeef6e5d1cfaaed.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
99703ef85fe3,Data/raw/roboflow_dirt/train/IMG_20241003_092542_138_jpg.rf.1d3684fc38c1c41b756cb36d87a88b94.jpg,High-Dirty,dirty,roboflow_dirt_det,test
d8273ec7e277,Data/raw/roboflow_dirt/train/IMG_20241003_093853_761_jpg.rf.1b208bb74bc0ea86d5c02b39561040de.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
f28fe2a47fae,Data/raw/roboflow_dirt/train/IMG_20241003_094828_569_jpg.rf.1c8c3dfc28f8a6ba90f434ad19bf686b.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
c8bf3a3bd740,Data/raw/roboflow_dirt/train/IMG_20241003_091052_977_jpg.rf.1d685db3459bb1c83b0372a3fadc3a5c.jpg,Clean,clean,roboflow_dirt_det,test
d77e51f9d355,Data/raw/roboflow_dirt/train/IMG_20241003_093740_057_jpg.rf.1cadb5edc45aa2feacd8515f52dee297.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
f16a84cadbac,Data/raw/roboflow_dirt/train/IMG_20241003_093837_039_jpg.rf.1c81fa5f8bd838585b05ef9a8f56df24.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
f65a2f8e8f97,Data/raw/roboflow_dirt/train/IMG_20241003_093741_158_jpg.rf.1d3dcae1138423ea3b43ffb7803b2d5c.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
3da0264e8cff,Data/raw/roboflow_dirt/train/IMG_20241003_095808_880_jpg.rf.1de432d9a6a094b95d0546e78478ed91.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
15dfbb6db6a1,Data/raw/roboflow_dirt/train/IMG_20241003_085946_030_jpg.rf.1e2e4902895bd94e89b735f8103b6d87.jpg,Clean,clean,roboflow_dirt_det,test
e5c4e45ba1e7,Data/raw/roboflow_dirt/train/IMG_20241003_085958_331_jpg.rf.1e54c8018cd658e7b4d0eb7f1be0f926.jpg,Clean,clean,roboflow_dirt_det,test
1d3d5e9b2a2d,Data/raw/roboflow_dirt/train/IMG_20241003_093844_584_jpg.rf.1e35950f092064fc0de2f48308682e73.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
c0676543c979,Data/raw/roboflow_dirt/train/IMG_20241003_085939_681_jpg.rf.1eb2b0f16c289f08f38b66b39b40301b.jpg,Clean,clean,roboflow_dirt_det,test
853bce929d13,Data/raw/roboflow_dirt/train/IMG_20241003_091522_386_jpg.rf.1efd1188a9831d8b607ceedff5a2c20a.jpg,Clean,clean,roboflow_dirt_det,test
0f352b56769c,Data/raw/roboflow_dirt/train/IMG_20241003_090652_199_jpg.rf.1e58cc7403adc00686264ef0f9260e76.jpg,Clean,clean,roboflow_dirt_det,test
4c090eac180b,Data/raw/roboflow_dirt/train/IMG_20241003_094932_075_jpg.rf.1f937dceb3fd2224f4f6e256f0ad4a39.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
6c249fcfb73b,Data/raw/roboflow_dirt/train/IMG_20241003_093406_564_jpg.rf.1f7165ed3c2b39c5a095cf72afb2ecbe.jpg,High-Dirty,dirty,roboflow_dirt_det,test
37d392fb9545,Data/raw/roboflow_dirt/train/IMG_20241003_093410_321_jpg.rf.1f69ba9a66b54393954a65066c3598fb.jpg,High-Dirty,dirty,roboflow_dirt_det,test
381733ff05d9,Data/raw/roboflow_dirt/train/IMG_20241003_090103_937_jpg.rf.1e059fa57816f2a522af77db729383f7.jpg,Clean,clean,roboflow_dirt_det,test
9e7fef705ae2,Data/raw/roboflow_dirt/train/IMG_20241003_093047_311_jpg.rf.203615025d731602800ce0ba7f054a0e.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
189406440a31,Data/raw/roboflow_dirt/train/IMG_20241003_092534_388_jpg.rf.202c9d61892e2593e4e786657785c033.jpg,High-Dirty,dirty,roboflow_dirt_det,test
cef31c4e751e,Data/raw/roboflow_dirt/train/IMG_20241003_094450_392_jpg.rf.20537527c03c6f36c098c57891677454.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
11f85708c890,Data/raw/roboflow_dirt/train/IMG_20241003_093411_907_jpg.rf.1f8c32ee0eb8ca329eea188cb9242b20.jpg,High-Dirty,dirty,roboflow_dirt_det,test
690adb55eccc,Data/raw/roboflow_dirt/train/IMG_20241003_085915_633_jpg.rf.1f934d62e765768b09aa09193c434f47.jpg,Clean,clean,roboflow_dirt_det,test
8c1f62d2a936,Data/raw/roboflow_dirt/train/IMG_20241003_090723_898_jpg.rf.202ced58ec0b763fc57830be7c256d28.jpg,Clean,clean,roboflow_dirt_det,test
e04ce6e70fd3,Data/raw/roboflow_dirt/train/IMG_20241003_095048_899_jpg.rf.206f6056a64cce4a7cf0878af66bf497.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
8f392c30113e,Data/raw/roboflow_dirt/train/IMG_20241003_094247_858_jpg.rf.1f3f70d67ad32d9386fa7ba46f36ff0e.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
13dc1ea55829,Data/raw/roboflow_dirt/train/IMG_20241003_093436_943_jpg.rf.21864a3864f236354d67b1c5f4c08e76.jpg,High-Dirty,dirty,roboflow_dirt_det,test
41501f5ec590,Data/raw/roboflow_dirt/train/IMG_20241003_094710_321_jpg.rf.215bc8002fd65fd935bcfef043b76c27.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
d90b113313dc,Data/raw/roboflow_dirt/train/IMG_20241003_095122_733_jpg.rf.209e4f6640bd40e986f4a3d358f4af0e.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
06a456553063,Data/raw/roboflow_dirt/train/IMG_20241003_094946_085_jpg.rf.208d044e6273527c1299e477b7633b3f.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
2c511d638f7b,Data/raw/roboflow_dirt/train/IMG_20241003_094848_148_jpg.rf.21792bb13425619737414c39d3339c76.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
0083ffe17d87,Data/raw/roboflow_dirt/train/IMG_20241003_093429_613_jpg.rf.21217cc5392333d41554a6b8e5872583.jpg,High-Dirty,dirty,roboflow_dirt_det,test
7c5e97f1dba6,Data/raw/roboflow_dirt/train/IMG_20241003_090829_149_jpg.rf.1fa05b29de0b803fc8ba4e09386ca979.jpg,Clean,clean,roboflow_dirt_det,test
53357b585ed4,Data/raw/roboflow_dirt/train/IMG_20241003_095343_967_jpg.rf.21967a8d22665b0355064bf30a5df0d4.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
e2d551b04a60,Data/raw/roboflow_dirt/train/IMG_20241002_214854_507_jpg.rf.1eb5b2de4355f47eaee837e64607d415.jpg,Clean,clean,roboflow_dirt_det,test
5762174906a0,Data/raw/roboflow_dirt/train/IMG_20241003_094234_573_jpg.rf.1fe4c435396f2f3630d3e8338f03ece4.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
5787df845920,Data/raw/roboflow_dirt/train/IMG_20241003_092621_971_jpg.rf.20c4baa20479b5542f794051063277d3.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
6fed383fc5be,Data/raw/roboflow_dirt/train/IMG_20241003_093607_396_jpg.rf.20ab2e5613392119aa90145b9bd526c5.jpg,High-Dirty,dirty,roboflow_dirt_det,test
7644bf196522,Data/raw/roboflow_dirt/train/IMG_20241003_093519_738_jpg.rf.2197842f5d64c5ce04100fa033f071a0.jpg,High-Dirty,dirty,roboflow_dirt_det,test
da004e48463b,Data/raw/roboflow_dirt/train/IMG_20241003_095155_885_jpg.rf.21a84cfa2f3a6db4994e733bbb3370d5.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
b9f47a031832,Data/raw/roboflow_dirt/train/IMG_20241003_093814_403_jpg.rf.22348d91286918b0035dda8fdda7a88c.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
4f256221d549,Data/raw/roboflow_dirt/train/IMG_20241003_091100_401_jpg.rf.21dbd1489528634c743e046a87ea96e6.jpg,Clean,clean,roboflow_dirt_det,test
860f2f36ffed,Data/raw/roboflow_dirt/train/IMG_20241003_093017_551_jpg.rf.22ce995ad409ca8ebf17f5347f6e12eb.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
60b6ed17c702,Data/raw/roboflow_dirt/train/IMG_20241003_095503_867_jpg.rf.231416448016e0220c0cc52c8941bc21.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
277091744308,Data/raw/roboflow_dirt/train/IMG_20241003_091620_755_jpg.rf.22d3400ea2a78587fa27881c31832cc7.jpg,Clean,clean,roboflow_dirt_det,test
833d92f6a866,Data/raw/roboflow_dirt/train/IMG_20241003_093946_841_jpg.rf.2249ff89c59e02ae3807f5da255008f8.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
ee26637a687f,Data/raw/roboflow_dirt/train/IMG_20241003_093407_191_jpg.rf.22ae30bd8add7e3f5933e10b23bbde7f.jpg,High-Dirty,dirty,roboflow_dirt_det,test
855442ceea1c,Data/raw/roboflow_dirt/train/IMG_20241003_095444_614_jpg.rf.229b9b667768ef5544b75fb53b4ed4de.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
59983cc5cabc,Data/raw/roboflow_dirt/train/IMG_20241003_093423_924_jpg.rf.2479c878b6f2b8e1794f3bc41a6c8079.jpg,High-Dirty,dirty,roboflow_dirt_det,test
bc9c44f8da14,Data/raw/roboflow_dirt/train/IMG_20241003_085842_779_jpg.rf.24518b8338825c47ee768ffa969c9d4a.jpg,Clean,clean,roboflow_dirt_det,test
77260785e2fb,Data/raw/roboflow_dirt/train/IMG_20241003_092157_080_jpg.rf.21a89b923f4c272e29ffb4f477ee8da7.jpg,High-Dirty,dirty,roboflow_dirt_det,test
0ce11c4c22e7,Data/raw/roboflow_dirt/train/IMG_20241003_090022_871_jpg.rf.23970083fd39015a0c84a6efeb8739b0.jpg,Clean,clean,roboflow_dirt_det,test
78ffe2837f42,Data/raw/roboflow_dirt/train/IMG_20241003_091006_427_jpg.rf.24daf0fabe50184109ebdcd52f9d902a.jpg,Clean,clean,roboflow_dirt_det,test
e3e2f906207a,Data/raw/roboflow_dirt/train/IMG_20241003_094417_521_jpg.rf.2260a665ae6ac573aa1975b10162c75e.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
525ff048a129,Data/raw/roboflow_dirt/train/IMG_20241003_093409_659_jpg.rf.24faae091f207d602aacb1269893ec7b.jpg,High-Dirty,dirty,roboflow_dirt_det,test
eff583f610a3,Data/raw/roboflow_dirt/train/IMG_20241003_095808_880_jpg.rf.251d828868f8b6e0b9d9871e52c3a88b.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
6dcff4c9e513,Data/raw/roboflow_dirt/train/IMG_20241003_093730_226_jpg.rf.22b303f4263beb2519f59a20027ae8bd.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
cd9fa0603365,Data/raw/roboflow_dirt/train/IMG_20241003_095821_453_jpg.rf.221b54e57108eb88c5eab2b45b956409.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
9064b5ee3c46,Data/raw/roboflow_dirt/train/IMG_20241003_094903_659_jpg.rf.24ed38aac7af91e61da53342a9ab6372.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
b6cc8765f817,Data/raw/roboflow_dirt/train/IMG_20241003_095439_408_jpg.rf.24031586c943221b6387c3ae93f97ed2.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
f3898587bf2f,Data/raw/roboflow_dirt/train/IMG_20241003_095053_637_jpg.rf.24a286f150649f126b74bb6599d006ee.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
2d813bffc4e1,Data/raw/roboflow_dirt/train/IMG_20241003_094820_065_jpg.rf.23d22a1749780404dd8eb89986930175.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
49f297cc7c7b,Data/raw/roboflow_dirt/train/IMG_20241003_094239_257_jpg.rf.252a5b214dd9002fdcdaa49079b2ad38.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
93e6059b6d74,Data/raw/roboflow_dirt/train/IMG_20241003_094335_379_jpg.rf.22656797e095c1bda59ae5c357727838.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
8376f2499845,Data/raw/roboflow_dirt/train/IMG_20241003_093353_777_jpg.rf.22860698153a1dda043e896c100b31f9.jpg,High-Dirty,dirty,roboflow_dirt_det,test
d813969880c2,Data/raw/roboflow_dirt/train/IMG_20241003_090238_263_jpg.rf.21f9080e50cb0f57124c3805a474fadb.jpg,Clean,clean,roboflow_dirt_det,test
b5bf16f8e234,Data/raw/roboflow_dirt/train/IMG_20241003_093403_721_jpg.rf.2351f2a196b1e63c1da16a6ef26a5649.jpg,High-Dirty,dirty,roboflow_dirt_det,test
dbfbd7b078cf,Data/raw/roboflow_dirt/train/IMG_20241003_091459_917_jpg.rf.25ac8250e56ae18b8013b6e6e8b846b6.jpg,Clean,clean,roboflow_dirt_det,test
f4c8da1381cb,Data/raw/roboflow_dirt/train/IMG_20241003_094333_361_jpg.rf.25a67fdce84c6910b04c0ad8f519ce6b.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
9626aa834291,Data/raw/roboflow_dirt/train/IMG_20241003_091355_338_jpg.rf.2597a0a1c822554e6d78665847032e3e.jpg,Clean,clean,roboflow_dirt_det,test
d749e0cdaff4,Data/raw/roboflow_dirt/train/IMG_20241003_095419_433_jpg.rf.2650558d8dc297adb5e8964ecfe4d7c5.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
c22f54f06e9b,Data/raw/roboflow_dirt/train/IMG_20241003_093417_952_jpg.rf.257792c395080ac2b806f502f8e9dee7.jpg,High-Dirty,dirty,roboflow_dirt_det,test
121c9b705ce0,Data/raw/roboflow_dirt/train/IMG_20241003_093814_403_jpg.rf.25805dcd7ff348dcfdfdda58008587f1.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
d78ddf287f16,Data/raw/roboflow_dirt/train/IMG_20241003_093425_880_jpg.rf.258496757a2a5e705ea3e084908aab37.jpg,High-Dirty,dirty,roboflow_dirt_det,test
7ee0b9126327,Data/raw/roboflow_dirt/train/IMG_20241003_093133_076_jpg.rf.25e7cfbcef8c6559d8743b45c2e540ad.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
a70344a6b848,Data/raw/roboflow_dirt/train/IMG_20241003_093819_407_jpg.rf.26a7db4f3218eb671b66e912b0520d3d.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
866d0d869ebd,Data/raw/roboflow_dirt/train/IMG_20241003_091603_878_jpg.rf.25ade87f1a3c67d4d8133ae415ff6986.jpg,Clean,clean,roboflow_dirt_det,test
c6313e054d3f,Data/raw/roboflow_dirt/train/IMG_20241003_094322_843_jpg.rf.272010c74f0f1c2357b288c903bb91af.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
88fdaadb9892,Data/raw/roboflow_dirt/train/IMG_20241003_093411_178_jpg.rf.2644147817062fffd4719417bd7827a6.jpg,High-Dirty,dirty,roboflow_dirt_det,test
3461455aaffc,Data/raw/roboflow_dirt/train/IMG_20241003_093843_978_jpg.rf.27456fe589aca8880a99f616dbc30b4c.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
73bb9f4e19e9,Data/raw/roboflow_dirt/train/IMG_20241003_093843_343_jpg.rf.27272006023ae33d8b7b9367b07b6ab2.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
849fe9d0fb69,Data/raw/roboflow_dirt/train/IMG_20241003_093408_505_jpg.rf.27642e3f214378b7183f827907025011.jpg,High-Dirty,dirty,roboflow_dirt_det,test
64f00515cb46,Data/raw/roboflow_dirt/train/IMG_20241003_094250_538_jpg.rf.27a0b1af1382c17404726b2a08405382.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
56e2110e4c6a,Data/raw/roboflow_dirt/train/IMG_20241003_094241_632_jpg.rf.27a631cdb9685f11f27632cfa98ef80f.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
34ad97df1bc2,Data/raw/roboflow_dirt/train/IMG_20241003_092718_790_jpg.rf.27d3d013495aaba3fb838358af945d96.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
fa9755432217,Data/raw/roboflow_dirt/train/IMG_20241003_092711_562_jpg.rf.26d2d0b75eb335666e3877d28bd62a33.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
15d7df612ddd,Data/raw/roboflow_dirt/train/IMG_20241003_093837_039_jpg.rf.271306ddbdd3ad098d754bae1a596b20.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
a73bb1d757ec,Data/raw/roboflow_dirt/train/IMG_20241003_094247_858_jpg.rf.276be413f56ec825d99744daab44ac23.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
b0a8d1f28523,Data/raw/roboflow_dirt/train/IMG_20241003_094234_919_jpg.rf.269c5f1733f1e5eeb85bba33ccd519fd.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
19d832740999,Data/raw/roboflow_dirt/train/IMG_20241003_090103_937_jpg.rf.2790353ba81c2069a4d13254e5422a46.jpg,Clean,clean,roboflow_dirt_det,test
62b2cd1c469a,Data/raw/roboflow_dirt/train/IMG_20241003_090656_424_jpg.rf.2813187803ed594aaeabddc0092009e2.jpg,Clean,clean,roboflow_dirt_det,test
442c1daa3dcb,Data/raw/roboflow_dirt/train/IMG_20241003_093730_226_jpg.rf.2a51fd99299f8a4442afbbbc74e86d1b.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
ffba39c17718,Data/raw/roboflow_dirt/train/IMG_20241003_093632_513_jpg.rf.2a3f6b5cb29dea0f80bcb180da409855.jpg,High-Dirty,dirty,roboflow_dirt_det,test
0d1448418d0e,Data/raw/roboflow_dirt/train/IMG_20241003_091006_427_jpg.rf.2870995c09c789ff9a8568ff2a4caf6f.jpg,Clean,clean,roboflow_dirt_det,test
bf3413c31c13,Data/raw/roboflow_dirt/train/IMG_20241003_094903_659_jpg.rf.2923494a139515b1b1f422db1d1afc2d.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
e5d2c30d5cfb,Data/raw/roboflow_dirt/train/IMG_20241003_094814_838_jpg.rf.2ab10004ee498bb6900c6591424c318d.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
f7bbdb533f8e,Data/raw/roboflow_dirt/train/IMG_20241003_091522_386_jpg.rf.29a50c931e8ac793bf41609eba0920de.jpg,Clean,clean,roboflow_dirt_det,test
80eae2bc23af,Data/raw/roboflow_dirt/train/IMG_20241003_090723_898_jpg.rf.288daf605a04ae8a875e1332c788ed94.jpg,Clean,clean,roboflow_dirt_det,test
fe47b69fc980,Data/raw/roboflow_dirt/train/IMG_20241003_094322_416_jpg.rf.2836f839e1521ff68ec797365b01dc90.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
cf3cc013e979,Data/raw/roboflow_dirt/train/IMG_20241003_092534_388_jpg.rf.2aa2c8d7b26d63c98c0921b6b391afd3.jpg,High-Dirty,dirty,roboflow_dirt_det,test
5c20be26481b,Data/raw/roboflow_dirt/train/IMG_20241003_094826_222_jpg.rf.2ad7c914af3ca6d97dcbb97c82bb525c.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
94324e58fec9,Data/raw/roboflow_dirt/train/IMG_20241003_094828_569_jpg.rf.2afadd74343e803e1c4754119d735353.jpg,Low-Dirty,dirty,roboflow_dirt_det,test
58a1046d9d4e,Data/raw/roboflow_dirt/train/IMG_20241003_093419_090_jpg.rf.2ada078c8de2dcf44bfafee42491736c.jpg,High-Dirty,dirty,roboflow_dirt_det,test
