id,filepath,label_raw,label_canonical,label,source,split
d6659d464e93,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1041_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3ab2cc65e17f,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1042_0.jpg,Clean,Clean,clean,detect_solar_dust,train
1d8bb282285b,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1043_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f9c8384d45d1,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1044_0.jpg,Clean,Clean,clean,detect_solar_dust,train
4914861b526f,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1045_0.jpg,Clean,Clean,clean,detect_solar_dust,train
b3fbafd3c991,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1046_0.jpg,Clean,Clean,clean,detect_solar_dust,train
d5a6bba13aab,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1047_0.jpg,Clean,Clean,clean,detect_solar_dust,val
e88cffae2d74,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1049_0.jpg,Clean,Clean,clean,detect_solar_dust,val
309559de8bda,Data/curated/Clean/detect_solar_dust_clean_Imgclean_104_0.jpg,Clean,Clean,clean,detect_solar_dust,train
fa341136e90d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1050_0.jpg,Clean,Clean,clean,detect_solar_dust,val
21cbc424698a,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1051_0.jpg,Clean,Clean,clean,detect_solar_dust,train
462c53e94e19,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1052_0.jpg,Clean,Clean,clean,detect_solar_dust,test
66513c1d96e5,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1053_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3b41be805850,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1054_0.jpg,Clean,Clean,clean,detect_solar_dust,test
a0ad75dafb19,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1056_0.jpg,Clean,Clean,clean,detect_solar_dust,train
25a736eb5e6b,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1057_0.jpg,Clean,Clean,clean,detect_solar_dust,train
7f98fd7715b4,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1058_0.jpg,Clean,Clean,clean,detect_solar_dust,train
266244b6c4af,Data/curated/Clean/detect_solar_dust_clean_Imgclean_105_0.jpg,Clean,Clean,clean,detect_solar_dust,train
1c19bb4590ec,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1061_0.jpg,Clean,Clean,clean,detect_solar_dust,val
4e58ecb2a546,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1062_0.jpg,Clean,Clean,clean,detect_solar_dust,train
bc2de08cb6bc,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1064_0.jpg,Clean,Clean,clean,detect_solar_dust,test
309d3f321b01,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1065_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3ac3a5cb947c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1066_0.jpg,Clean,Clean,clean,detect_solar_dust,train
55d7d20467be,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1068_0.jpg,Clean,Clean,clean,detect_solar_dust,train
703677f8b6aa,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1069_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3cd41842290e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1071_0.jpg,Clean,Clean,clean,detect_solar_dust,train
5d42919e6ca6,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1073_0.jpg,Clean,Clean,clean,detect_solar_dust,train
796dc4d3a685,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1074_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0d27e6fe6da1,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1076_0.jpg,Clean,Clean,clean,detect_solar_dust,train
e80efcd9968a,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1077_0.jpg,Clean,Clean,clean,detect_solar_dust,train
bb2c3386ab36,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1078_0.jpg,Clean,Clean,clean,detect_solar_dust,test
af154a135649,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1079_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f05e8bb42dc7,Data/curated/Clean/detect_solar_dust_clean_Imgclean_107_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3984a2043d33,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1080_0.jpg,Clean,Clean,clean,detect_solar_dust,test
6cf783c6905c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1082_0.jpg,Clean,Clean,clean,detect_solar_dust,train
9ea30414b1cc,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1084_0.jpg,Clean,Clean,clean,detect_solar_dust,train
8e2f787cc85a,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1086_0.jpg,Clean,Clean,clean,detect_solar_dust,test
0501724b0d8c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1088_0.jpg,Clean,Clean,clean,detect_solar_dust,val
91ea1eb2f779,Data/curated/Clean/detect_solar_dust_clean_Imgclean_108_0.jpg,Clean,Clean,clean,detect_solar_dust,train
9e4036567b4e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1090_0.jpg,Clean,Clean,clean,detect_solar_dust,train
29baeab49e84,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1091_0.jpg,Clean,Clean,clean,detect_solar_dust,train
a4f87a7837c4,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1092_0.jpg,Clean,Clean,clean,detect_solar_dust,train
a4649d1011c0,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1093_0.jpg,Clean,Clean,clean,detect_solar_dust,train
7111c9637120,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1096_0.jpg,Clean,Clean,clean,detect_solar_dust,train
dbcc9acba245,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1097_0.jpg,Clean,Clean,clean,detect_solar_dust,train
8ef7ba554d45,Data/curated/Clean/detect_solar_dust_clean_Imgclean_109_0.jpg,Clean,Clean,clean,detect_solar_dust,train
791c9243deb1,Data/curated/Clean/detect_solar_dust_clean_Imgclean_10_0.jpg,Clean,Clean,clean,detect_solar_dust,train
55d7c92e6d6f,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1100_0.jpg,Clean,Clean,clean,detect_solar_dust,train
44ac291f1207,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1102_0.jpg,Clean,Clean,clean,detect_solar_dust,test
79c154e40b04,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1103_0.jpg,Clean,Clean,clean,detect_solar_dust,test
9b054b8259f7,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1104_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f661b8433ab9,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1105_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3331eb252e47,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1106_0.jpg,Clean,Clean,clean,detect_solar_dust,val
60b7830b938e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1108_0.jpg,Clean,Clean,clean,detect_solar_dust,train
af9d9c84bd93,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1109_0.jpg,Clean,Clean,clean,detect_solar_dust,train
b2f75abfbb71,Data/curated/Clean/detect_solar_dust_clean_Imgclean_110_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3092994edf63,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1111_0.jpg,Clean,Clean,clean,detect_solar_dust,test
23ac777180bc,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1112_0.jpg,Clean,Clean,clean,detect_solar_dust,train
086be781f2fb,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1113_0.jpg,Clean,Clean,clean,detect_solar_dust,train
bbc90ae8b362,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1115_0.jpg,Clean,Clean,clean,detect_solar_dust,val
073bc90c40de,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1118_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f3dd4c5ceca0,Data/curated/Clean/detect_solar_dust_clean_Imgclean_111_0.jpg,Clean,Clean,clean,detect_solar_dust,train
085f63863b1d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1120_0.jpg,Clean,Clean,clean,detect_solar_dust,train
7bf0d0eb60e5,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1121_0.jpg,Clean,Clean,clean,detect_solar_dust,train
50f949d3c733,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1123_0.jpg,Clean,Clean,clean,detect_solar_dust,train
b2ed89da6c47,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1124_0.jpg,Clean,Clean,clean,detect_solar_dust,train
ae936804b978,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1125_0.jpg,Clean,Clean,clean,detect_solar_dust,test
04314d1e534f,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1126_0.jpg,Clean,Clean,clean,detect_solar_dust,train
c76bd5d2dd65,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1127_0.jpg,Clean,Clean,clean,detect_solar_dust,train
1aa717667b71,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1128_0.jpg,Clean,Clean,clean,detect_solar_dust,train
aac309f9e441,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1129_0.jpg,Clean,Clean,clean,detect_solar_dust,train
8a28d6d12d3c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1131_0.jpg,Clean,Clean,clean,detect_solar_dust,val
aec93207d086,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1133_0.jpg,Clean,Clean,clean,detect_solar_dust,train
425a2f4c7603,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1134_0.jpg,Clean,Clean,clean,detect_solar_dust,val
4255e16613c5,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1136_0.jpg,Clean,Clean,clean,detect_solar_dust,train
60b69c323adb,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1137_0.jpg,Clean,Clean,clean,detect_solar_dust,train
4e3e40bdf0e5,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1138_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0e2857e83772,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1139_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0096aa0a549c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1140_0.jpg,Clean,Clean,clean,detect_solar_dust,train
6377776e010a,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1141_0.jpg,Clean,Clean,clean,detect_solar_dust,train
000d7bf9bd5b,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1142_0.jpg,Clean,Clean,clean,detect_solar_dust,train
4dfbd531519e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1144_0.jpg,Clean,Clean,clean,detect_solar_dust,train
83d8b44bcae1,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1146_0.jpg,Clean,Clean,clean,detect_solar_dust,train
828dd1c78166,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1147_0.jpg,Clean,Clean,clean,detect_solar_dust,train
8580f395947c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1148_0.jpg,Clean,Clean,clean,detect_solar_dust,train
d6ca651bcbb8,Data/curated/Clean/detect_solar_dust_clean_Imgclean_114_0.jpg,Clean,Clean,clean,detect_solar_dust,val
24733b930bb6,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1150_0.jpg,Clean,Clean,clean,detect_solar_dust,train
b4c983e5d637,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1152_0.jpg,Clean,Clean,clean,detect_solar_dust,train
9c6f8a593c5b,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1153_0.jpg,Clean,Clean,clean,detect_solar_dust,train
4e353675402e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1156_0.jpg,Clean,Clean,clean,detect_solar_dust,train
eecdbc118c1f,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1158_0.jpg,Clean,Clean,clean,detect_solar_dust,train
6adab3efb8dc,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1159_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3db02e774627,Data/curated/Clean/detect_solar_dust_clean_Imgclean_115_0.jpg,Clean,Clean,clean,detect_solar_dust,train
6a8095f41b23,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1161_0.jpg,Clean,Clean,clean,detect_solar_dust,test
f9e62dd5e6cb,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1162_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3be4bcc8e29d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1163_0.jpg,Clean,Clean,clean,detect_solar_dust,val
3b71b7cbb7ac,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1165_0.jpg,Clean,Clean,clean,detect_solar_dust,train
74a815d9e739,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1166_0.jpg,Clean,Clean,clean,detect_solar_dust,val
e33a29562f94,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1167_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0814fb81f1c0,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1168_0.jpg,Clean,Clean,clean,detect_solar_dust,val
f1912cf48b72,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1169_0.jpg,Clean,Clean,clean,detect_solar_dust,test
19e393d13e35,Data/curated/Clean/detect_solar_dust_clean_Imgclean_116_0.jpg,Clean,Clean,clean,detect_solar_dust,train
67d53ced7f98,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1170_0.jpg,Clean,Clean,clean,detect_solar_dust,train
69b2075ad7af,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1171_0.jpg,Clean,Clean,clean,detect_solar_dust,val
08c3af2ce724,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1172_0.jpg,Clean,Clean,clean,detect_solar_dust,train
2857f67f0e79,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1173_0.jpg,Clean,Clean,clean,detect_solar_dust,train
acfb825f898e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1176_0.jpg,Clean,Clean,clean,detect_solar_dust,val
52762184f2ba,Data/curated/Clean/detect_solar_dust_clean_Imgclean_117_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f500af1abf47,Data/curated/Clean/detect_solar_dust_clean_Imgclean_118_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0bec7f23591d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1198_0.jpg,Clean,Clean,clean,detect_solar_dust,val
5844671993b2,Data/curated/Clean/detect_solar_dust_clean_Imgclean_119_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0a0434b4935e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_11_0.jpg,Clean,Clean,clean,detect_solar_dust,train
cef15babfb71,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1200_0.jpg,Clean,Clean,clean,detect_solar_dust,train
5da0e377b6ad,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1201_0.jpg,Clean,Clean,clean,detect_solar_dust,train
01e215d5fbae,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1203_0.jpg,Clean,Clean,clean,detect_solar_dust,train
a113d4f8ac2b,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1205_0.jpg,Clean,Clean,clean,detect_solar_dust,train
af121de5b65d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1208_0.jpg,Clean,Clean,clean,detect_solar_dust,train
34d814179267,Data/curated/Clean/detect_solar_dust_clean_Imgclean_120_0.jpg,Clean,Clean,clean,detect_solar_dust,train
1e69ee4552a4,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1214_0.jpg,Clean,Clean,clean,detect_solar_dust,test
181110353a4c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1215_0.jpg,Clean,Clean,clean,detect_solar_dust,train
ed1225b0dccb,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1216_0.jpg,Clean,Clean,clean,detect_solar_dust,train
e4cf56a5cb0f,Data/curated/Clean/detect_solar_dust_clean_Imgclean_121_0.jpg,Clean,Clean,clean,detect_solar_dust,train
2a9535356870,Data/curated/Clean/detect_solar_dust_clean_Imgclean_122_0.jpg,Clean,Clean,clean,detect_solar_dust,train
a40a10ae6386,Data/curated/Clean/detect_solar_dust_clean_Imgclean_124_0.jpg,Clean,Clean,clean,detect_solar_dust,train
ef0f76ef18bb,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1257_0.jpg,Clean,Clean,clean,detect_solar_dust,train
d195ff2d9c3e,Data/curated/Clean/detect_solar_dust_clean_Imgclean_125_0.jpg,Clean,Clean,clean,detect_solar_dust,test
09092d1f3b22,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1261_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f64da08d29a3,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1262_0.jpg,Clean,Clean,clean,detect_solar_dust,train
c27f08499abc,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1266_0.jpg,Clean,Clean,clean,detect_solar_dust,test
e53aea933f5d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1277_0.jpg,Clean,Clean,clean,detect_solar_dust,train
b0df8004d87d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_127_0.jpg,Clean,Clean,clean,detect_solar_dust,train
7ccebc631692,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1291_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f31059e9a14a,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1292_0.jpg,Clean,Clean,clean,detect_solar_dust,train
ed35867a5643,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1293_0.jpg,Clean,Clean,clean,detect_solar_dust,train
6a1f26eb839c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_129_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0206047d8c17,Data/curated/Clean/detect_solar_dust_clean_Imgclean_12_0.jpg,Clean,Clean,clean,detect_solar_dust,train
89444070f565,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1302_0.jpg,Clean,Clean,clean,detect_solar_dust,train
fa124bd139ac,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1303_0.jpg,Clean,Clean,clean,detect_solar_dust,train
3f3c701131e0,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1304_0.jpg,Clean,Clean,clean,detect_solar_dust,train
7938c34fd2ff,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1305_0.jpg,Clean,Clean,clean,detect_solar_dust,val
60117d8ebc76,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1312_0.jpg,Clean,Clean,clean,detect_solar_dust,train
fe70577ebd4b,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1313_0.jpg,Clean,Clean,clean,detect_solar_dust,train
994e7b4eb9c4,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1314_0.jpg,Clean,Clean,clean,detect_solar_dust,train
ab27d6224354,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1315_0.jpg,Clean,Clean,clean,detect_solar_dust,train
f76ab72c0dcf,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1316_0.jpg,Clean,Clean,clean,detect_solar_dust,train
8c62fbf4e860,Data/curated/Clean/detect_solar_dust_clean_Imgclean_131_0.jpg,Clean,Clean,clean,detect_solar_dust,train
aa101e298737,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1320_0.jpg,Clean,Clean,clean,detect_solar_dust,train
cf2ecf9a6679,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1322_0.jpg,Clean,Clean,clean,detect_solar_dust,train
e415d9326451,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1323_0.jpg,Clean,Clean,clean,detect_solar_dust,train
0b99279688c4,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1324_0.jpg,Clean,Clean,clean,detect_solar_dust,test
27f2ebc93b95,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1325_0.jpg,Clean,Clean,clean,detect_solar_dust,train
30c0b5ccdbea,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1327_0.jpg,Clean,Clean,clean,detect_solar_dust,val
beee2c45df47,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1328_0.jpg,Clean,Clean,clean,detect_solar_dust,train
ddfd3c021f89,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1329_0.jpg,Clean,Clean,clean,detect_solar_dust,test
525697a55dc0,Data/curated/Clean/detect_solar_dust_clean_Imgclean_132_0.jpg,Clean,Clean,clean,detect_solar_dust,test
04c6c181e9b9,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1330_0.jpg,Clean,Clean,clean,detect_solar_dust,train
4e33bcc35e00,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1331_0.jpg,Clean,Clean,clean,detect_solar_dust,train
d2bf590aa62d,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1332_0.jpg,Clean,Clean,clean,detect_solar_dust,test
6f8a13fe7522,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1333_0.jpg,Clean,Clean,clean,detect_solar_dust,train
4cde6052d15c,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1335_0.jpg,Clean,Clean,clean,detect_solar_dust,train
d7941aabef0a,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1336_0.jpg,Clean,Clean,clean,detect_solar_dust,train
2401897b61ad,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1337_0.jpg,Clean,Clean,clean,detect_solar_dust,test
6f0632f5ee08,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1338_0.jpg,Clean,Clean,clean,detect_solar_dust,train
7df737192459,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1339_0.jpg,Clean,Clean,clean,detect_solar_dust,train
80c9ce336e43,Data/curated/Clean/detect_solar_dust_clean_Imgclean_1340_0.jpg,Clean,Clean,clean,detect_solar_dust,train
