image,mask,split
Data/raw/dust_seg/images/Imgclean_101_0.jpg,Data/raw/dust_seg/masks/Imgclean_101_0.png,train
Data/raw/dust_seg/images/Imgclean_1020_0.jpg,Data/raw/dust_seg/masks/Imgclean_1020_0.png,train
Data/raw/dust_seg/images/Imgclean_1021_0.jpg,Data/raw/dust_seg/masks/Imgclean_1021_0.png,train
Data/raw/dust_seg/images/Imgclean_1022_0.jpg,Data/raw/dust_seg/masks/Imgclean_1022_0.png,train
Data/raw/dust_seg/images/Imgclean_1023_0.jpg,Data/raw/dust_seg/masks/Imgclean_1023_0.png,train
Data/raw/dust_seg/images/Imgclean_1024_0.jpg,Data/raw/dust_seg/masks/Imgclean_1024_0.png,train
Data/raw/dust_seg/images/Imgclean_1025_0.jpg,Data/raw/dust_seg/masks/Imgclean_1025_0.png,val
Data/raw/dust_seg/images/Imgclean_1026_0.jpg,Data/raw/dust_seg/masks/Imgclean_1026_0.png,train
Data/raw/dust_seg/images/Imgclean_1027_0.jpg,Data/raw/dust_seg/masks/Imgclean_1027_0.png,train
Data/raw/dust_seg/images/Imgclean_1028_0.jpg,Data/raw/dust_seg/masks/Imgclean_1028_0.png,val
Data/raw/dust_seg/images/Imgclean_1029_0.jpg,Data/raw/dust_seg/masks/Imgclean_1029_0.png,train
Data/raw/dust_seg/images/Imgclean_102_0.jpg,Data/raw/dust_seg/masks/Imgclean_102_0.png,train
Data/raw/dust_seg/images/Imgclean_1030_0.jpg,Data/raw/dust_seg/masks/Imgclean_1030_0.png,train
Data/raw/dust_seg/images/Imgclean_1031_0.jpg,Data/raw/dust_seg/masks/Imgclean_1031_0.png,val
Data/raw/dust_seg/images/Imgclean_1032_0.jpg,Data/raw/dust_seg/masks/Imgclean_1032_0.png,val
Data/raw/dust_seg/images/Imgclean_1033_0.jpg,Data/raw/dust_seg/masks/Imgclean_1033_0.png,train
Data/raw/dust_seg/images/Imgclean_1034_0.jpg,Data/raw/dust_seg/masks/Imgclean_1034_0.png,train
Data/raw/dust_seg/images/Imgclean_1035_0.jpg,Data/raw/dust_seg/masks/Imgclean_1035_0.png,train
Data/raw/dust_seg/images/Imgclean_1036_0.jpg,Data/raw/dust_seg/masks/Imgclean_1036_0.png,train
Data/raw/dust_seg/images/Imgclean_1037_0.jpg,Data/raw/dust_seg/masks/Imgclean_1037_0.png,train
Data/raw/dust_seg/images/Imgclean_1038_0.jpg,Data/raw/dust_seg/masks/Imgclean_1038_0.png,test
Data/raw/dust_seg/images/Imgclean_1039_0.jpg,Data/raw/dust_seg/masks/Imgclean_1039_0.png,train
Data/raw/dust_seg/images/Imgclean_103_0.jpg,Data/raw/dust_seg/masks/Imgclean_103_0.png,train
Data/raw/dust_seg/images/Imgclean_1040_0.jpg,Data/raw/dust_seg/masks/Imgclean_1040_0.png,train
Data/raw/dust_seg/images/Imgclean_1041_0.jpg,Data/raw/dust_seg/masks/Imgclean_1041_0.png,train
Data/raw/dust_seg/images/Imgclean_1042_0.jpg,Data/raw/dust_seg/masks/Imgclean_1042_0.png,train
Data/raw/dust_seg/images/Imgclean_1043_0.jpg,Data/raw/dust_seg/masks/Imgclean_1043_0.png,val
Data/raw/dust_seg/images/Imgclean_1045_0.jpg,Data/raw/dust_seg/masks/Imgclean_1045_0.png,train
Data/raw/dust_seg/images/Imgclean_1047_0.jpg,Data/raw/dust_seg/masks/Imgclean_1047_0.png,test
Data/raw/dust_seg/images/Imgclean_1048_0.jpg,Data/raw/dust_seg/masks/Imgclean_1048_0.png,train
Data/raw/dust_seg/images/Imgclean_1049_0.jpg,Data/raw/dust_seg/masks/Imgclean_1049_0.png,train
Data/raw/dust_seg/images/Imgclean_1054_0.jpg,Data/raw/dust_seg/masks/Imgclean_1054_0.png,train
Data/raw/dust_seg/images/Imgclean_1055_0.jpg,Data/raw/dust_seg/masks/Imgclean_1055_0.png,train
Data/raw/dust_seg/images/Imgclean_1062_0.jpg,Data/raw/dust_seg/masks/Imgclean_1062_0.png,train
Data/raw/dust_seg/images/Imgclean_1064_0.jpg,Data/raw/dust_seg/masks/Imgclean_1064_0.png,train
Data/raw/dust_seg/images/Imgclean_1067_0.jpg,Data/raw/dust_seg/masks/Imgclean_1067_0.png,train
Data/raw/dust_seg/images/Imgclean_1072_0.jpg,Data/raw/dust_seg/masks/Imgclean_1072_0.png,train
Data/raw/dust_seg/images/Imgclean_1073_0.jpg,Data/raw/dust_seg/masks/Imgclean_1073_0.png,train
Data/raw/dust_seg/images/Imgclean_1075_0.jpg,Data/raw/dust_seg/masks/Imgclean_1075_0.png,train
Data/raw/dust_seg/images/Imgclean_1076_0.jpg,Data/raw/dust_seg/masks/Imgclean_1076_0.png,test
Data/raw/dust_seg/images/Imgclean_1077_0.jpg,Data/raw/dust_seg/masks/Imgclean_1077_0.png,train
Data/raw/dust_seg/images/Imgclean_1078_0.jpg,Data/raw/dust_seg/masks/Imgclean_1078_0.png,train
Data/raw/dust_seg/images/Imgclean_1079_0.jpg,Data/raw/dust_seg/masks/Imgclean_1079_0.png,train
Data/raw/dust_seg/images/Imgclean_1080_0.jpg,Data/raw/dust_seg/masks/Imgclean_1080_0.png,val
Data/raw/dust_seg/images/Imgclean_1081_0.jpg,Data/raw/dust_seg/masks/Imgclean_1081_0.png,train
Data/raw/dust_seg/images/Imgclean_1082_0.jpg,Data/raw/dust_seg/masks/Imgclean_1082_0.png,train
Data/raw/dust_seg/images/Imgclean_1083_0.jpg,Data/raw/dust_seg/masks/Imgclean_1083_0.png,train
Data/raw/dust_seg/images/Imgclean_1084_0.jpg,Data/raw/dust_seg/masks/Imgclean_1084_0.png,test
Data/raw/dust_seg/images/Imgclean_1087_0.jpg,Data/raw/dust_seg/masks/Imgclean_1087_0.png,train
Data/raw/dust_seg/images/Imgclean_1092_0.jpg,Data/raw/dust_seg/masks/Imgclean_1092_0.png,train
Data/raw/dust_seg/images/Imgclean_1093_0.jpg,Data/raw/dust_seg/masks/Imgclean_1093_0.png,train
Data/raw/dust_seg/images/Imgclean_1094_0.jpg,Data/raw/dust_seg/masks/Imgclean_1094_0.png,train
Data/raw/dust_seg/images/Imgclean_1095_0.jpg,Data/raw/dust_seg/masks/Imgclean_1095_0.png,train
Data/raw/dust_seg/images/Imgclean_1096_0.jpg,Data/raw/dust_seg/masks/Imgclean_1096_0.png,train
Data/raw/dust_seg/images/Imgclean_1099_0.jpg,Data/raw/dust_seg/masks/Imgclean_1099_0.png,val
Data/raw/dust_seg/images/Imgclean_1100_0.jpg,Data/raw/dust_seg/masks/Imgclean_1100_0.png,train
Data/raw/dust_seg/images/Imgclean_1104_0.jpg,Data/raw/dust_seg/masks/Imgclean_1104_0.png,train
Data/raw/dust_seg/images/Imgclean_1106_0.jpg,Data/raw/dust_seg/masks/Imgclean_1106_0.png,train
Data/raw/dust_seg/images/Imgclean_1108_0.jpg,Data/raw/dust_seg/masks/Imgclean_1108_0.png,train
Data/raw/dust_seg/images/Imgclean_1109_0.jpg,Data/raw/dust_seg/masks/Imgclean_1109_0.png,train
Data/raw/dust_seg/images/Imgclean_110_0.jpg,Data/raw/dust_seg/masks/Imgclean_110_0.png,train
Data/raw/dust_seg/images/Imgclean_1110_0.jpg,Data/raw/dust_seg/masks/Imgclean_1110_0.png,train
Data/raw/dust_seg/images/Imgclean_1111_0.jpg,Data/raw/dust_seg/masks/Imgclean_1111_0.png,train
Data/raw/dust_seg/images/Imgclean_1112_0.jpg,Data/raw/dust_seg/masks/Imgclean_1112_0.png,train
Data/raw/dust_seg/images/Imgclean_1114_0.jpg,Data/raw/dust_seg/masks/Imgclean_1114_0.png,train
Data/raw/dust_seg/images/Imgclean_1115_0.jpg,Data/raw/dust_seg/masks/Imgclean_1115_0.png,train
Data/raw/dust_seg/images/Imgclean_1116_0.jpg,Data/raw/dust_seg/masks/Imgclean_1116_0.png,train
Data/raw/dust_seg/images/Imgclean_1120_0.jpg,Data/raw/dust_seg/masks/Imgclean_1120_0.png,train
Data/raw/dust_seg/images/Imgclean_1122_0.jpg,Data/raw/dust_seg/masks/Imgclean_1122_0.png,train
Data/raw/dust_seg/images/Imgclean_1123_0.jpg,Data/raw/dust_seg/masks/Imgclean_1123_0.png,train
Data/raw/dust_seg/images/Imgclean_1125_0.jpg,Data/raw/dust_seg/masks/Imgclean_1125_0.png,train
Data/raw/dust_seg/images/Imgclean_1126_0.jpg,Data/raw/dust_seg/masks/Imgclean_1126_0.png,train
Data/raw/dust_seg/images/Imgclean_1127_0.jpg,Data/raw/dust_seg/masks/Imgclean_1127_0.png,train
Data/raw/dust_seg/images/Imgclean_1129_0.jpg,Data/raw/dust_seg/masks/Imgclean_1129_0.png,train
Data/raw/dust_seg/images/Imgclean_1130_0.jpg,Data/raw/dust_seg/masks/Imgclean_1130_0.png,train
Data/raw/dust_seg/images/Imgclean_1132_0.jpg,Data/raw/dust_seg/masks/Imgclean_1132_0.png,train
Data/raw/dust_seg/images/Imgclean_1133_0.jpg,Data/raw/dust_seg/masks/Imgclean_1133_0.png,train
Data/raw/dust_seg/images/Imgclean_1134_0.jpg,Data/raw/dust_seg/masks/Imgclean_1134_0.png,train
Data/raw/dust_seg/images/Imgclean_1135_0.jpg,Data/raw/dust_seg/masks/Imgclean_1135_0.png,train
Data/raw/dust_seg/images/Imgclean_1137_0.jpg,Data/raw/dust_seg/masks/Imgclean_1137_0.png,train
Data/raw/dust_seg/images/Imgclean_1138_0.jpg,Data/raw/dust_seg/masks/Imgclean_1138_0.png,train
Data/raw/dust_seg/images/Imgclean_1142_0.jpg,Data/raw/dust_seg/masks/Imgclean_1142_0.png,val
Data/raw/dust_seg/images/Imgclean_1143_0.jpg,Data/raw/dust_seg/masks/Imgclean_1143_0.png,val
Data/raw/dust_seg/images/Imgclean_1146_0.jpg,Data/raw/dust_seg/masks/Imgclean_1146_0.png,train
Data/raw/dust_seg/images/Imgclean_1149_0.jpg,Data/raw/dust_seg/masks/Imgclean_1149_0.png,train
Data/raw/dust_seg/images/Imgclean_114_0.jpg,Data/raw/dust_seg/masks/Imgclean_114_0.png,train
Data/raw/dust_seg/images/Imgclean_1153_0.jpg,Data/raw/dust_seg/masks/Imgclean_1153_0.png,train
Data/raw/dust_seg/images/Imgclean_1154_0.jpg,Data/raw/dust_seg/masks/Imgclean_1154_0.png,train
Data/raw/dust_seg/images/Imgclean_1159_0.jpg,Data/raw/dust_seg/masks/Imgclean_1159_0.png,train
Data/raw/dust_seg/images/Imgclean_1160_0.jpg,Data/raw/dust_seg/masks/Imgclean_1160_0.png,train
Data/raw/dust_seg/images/Imgclean_1163_0.jpg,Data/raw/dust_seg/masks/Imgclean_1163_0.png,train
Data/raw/dust_seg/images/Imgclean_1164_0.jpg,Data/raw/dust_seg/masks/Imgclean_1164_0.png,train
Data/raw/dust_seg/images/Imgclean_1172_0.jpg,Data/raw/dust_seg/masks/Imgclean_1172_0.png,train
Data/raw/dust_seg/images/Imgclean_1175_0.jpg,Data/raw/dust_seg/masks/Imgclean_1175_0.png,test
Data/raw/dust_seg/images/Imgclean_1178_0.jpg,Data/raw/dust_seg/masks/Imgclean_1178_0.png,val
Data/raw/dust_seg/images/Imgclean_1183_0.jpg,Data/raw/dust_seg/masks/Imgclean_1183_0.png,train
Data/raw/dust_seg/images/Imgclean_1185_0.jpg,Data/raw/dust_seg/masks/Imgclean_1185_0.png,train
Data/raw/dust_seg/images/Imgclean_1186_0.jpg,Data/raw/dust_seg/masks/Imgclean_1186_0.png,test
Data/raw/dust_seg/images/Imgclean_1187_0.jpg,Data/raw/dust_seg/masks/Imgclean_1187_0.png,test
Data/raw/dust_seg/images/Imgclean_1189_0.jpg,Data/raw/dust_seg/masks/Imgclean_1189_0.png,train
Data/raw/dust_seg/images/Imgclean_1191_0.jpg,Data/raw/dust_seg/masks/Imgclean_1191_0.png,train
Data/raw/dust_seg/images/Imgclean_1192_0.jpg,Data/raw/dust_seg/masks/Imgclean_1192_0.png,train
Data/raw/dust_seg/images/Imgclean_1193_0.jpg,Data/raw/dust_seg/masks/Imgclean_1193_0.png,train
Data/raw/dust_seg/images/Imgclean_1196_0.jpg,Data/raw/dust_seg/masks/Imgclean_1196_0.png,train
Data/raw/dust_seg/images/Imgclean_1197_0.jpg,Data/raw/dust_seg/masks/Imgclean_1197_0.png,train
Data/raw/dust_seg/images/Imgclean_1199_0.jpg,Data/raw/dust_seg/masks/Imgclean_1199_0.png,train
Data/raw/dust_seg/images/Imgclean_119_0.jpg,Data/raw/dust_seg/masks/Imgclean_119_0.png,train
Data/raw/dust_seg/images/Imgclean_11_0.jpg,Data/raw/dust_seg/masks/Imgclean_11_0.png,test
Data/raw/dust_seg/images/Imgclean_1201_0.jpg,Data/raw/dust_seg/masks/Imgclean_1201_0.png,train
Data/raw/dust_seg/images/Imgclean_1202_0.jpg,Data/raw/dust_seg/masks/Imgclean_1202_0.png,val
Data/raw/dust_seg/images/Imgclean_1207_0.jpg,Data/raw/dust_seg/masks/Imgclean_1207_0.png,val
Data/raw/dust_seg/images/Imgclean_120_0.jpg,Data/raw/dust_seg/masks/Imgclean_120_0.png,train
Data/raw/dust_seg/images/Imgclean_1214_0.jpg,Data/raw/dust_seg/masks/Imgclean_1214_0.png,train
Data/raw/dust_seg/images/Imgclean_1215_0.jpg,Data/raw/dust_seg/masks/Imgclean_1215_0.png,train
Data/raw/dust_seg/images/Imgclean_1216_0.jpg,Data/raw/dust_seg/masks/Imgclean_1216_0.png,val
Data/raw/dust_seg/images/Imgclean_1217_0.jpg,Data/raw/dust_seg/masks/Imgclean_1217_0.png,train
Data/raw/dust_seg/images/Imgclean_1221_0.jpg,Data/raw/dust_seg/masks/Imgclean_1221_0.png,train
Data/raw/dust_seg/images/Imgclean_1222_0.jpg,Data/raw/dust_seg/masks/Imgclean_1222_0.png,train
Data/raw/dust_seg/images/Imgclean_1224_0.jpg,Data/raw/dust_seg/masks/Imgclean_1224_0.png,train
Data/raw/dust_seg/images/Imgclean_1225_0.jpg,Data/raw/dust_seg/masks/Imgclean_1225_0.png,train
Data/raw/dust_seg/images/Imgclean_1228_0.jpg,Data/raw/dust_seg/masks/Imgclean_1228_0.png,train
Data/raw/dust_seg/images/Imgclean_1231_0.jpg,Data/raw/dust_seg/masks/Imgclean_1231_0.png,train
Data/raw/dust_seg/images/Imgclean_1233_0.jpg,Data/raw/dust_seg/masks/Imgclean_1233_0.png,train
Data/raw/dust_seg/images/Imgclean_1236_0.jpg,Data/raw/dust_seg/masks/Imgclean_1236_0.png,train
Data/raw/dust_seg/images/Imgclean_1237_0.jpg,Data/raw/dust_seg/masks/Imgclean_1237_0.png,train
Data/raw/dust_seg/images/Imgclean_1238_0.jpg,Data/raw/dust_seg/masks/Imgclean_1238_0.png,val
Data/raw/dust_seg/images/Imgclean_1239_0.jpg,Data/raw/dust_seg/masks/Imgclean_1239_0.png,train
Data/raw/dust_seg/images/Imgclean_1240_0.jpg,Data/raw/dust_seg/masks/Imgclean_1240_0.png,train
Data/raw/dust_seg/images/Imgclean_1242_0.jpg,Data/raw/dust_seg/masks/Imgclean_1242_0.png,test
Data/raw/dust_seg/images/Imgclean_1243_0.jpg,Data/raw/dust_seg/masks/Imgclean_1243_0.png,train
Data/raw/dust_seg/images/Imgclean_1244_0.jpg,Data/raw/dust_seg/masks/Imgclean_1244_0.png,train
Data/raw/dust_seg/images/Imgclean_1245_0.jpg,Data/raw/dust_seg/masks/Imgclean_1245_0.png,train
Data/raw/dust_seg/images/Imgclean_1246_0.jpg,Data/raw/dust_seg/masks/Imgclean_1246_0.png,train
Data/raw/dust_seg/images/Imgclean_1248_0.jpg,Data/raw/dust_seg/masks/Imgclean_1248_0.png,val
Data/raw/dust_seg/images/Imgclean_1249_0.jpg,Data/raw/dust_seg/masks/Imgclean_1249_0.png,val
Data/raw/dust_seg/images/Imgclean_124_0.jpg,Data/raw/dust_seg/masks/Imgclean_124_0.png,train
Data/raw/dust_seg/images/Imgclean_1250_0.jpg,Data/raw/dust_seg/masks/Imgclean_1250_0.png,train
Data/raw/dust_seg/images/Imgclean_1251_0.jpg,Data/raw/dust_seg/masks/Imgclean_1251_0.png,train
Data/raw/dust_seg/images/Imgclean_1252_0.jpg,Data/raw/dust_seg/masks/Imgclean_1252_0.png,train
Data/raw/dust_seg/images/Imgclean_1253_0.jpg,Data/raw/dust_seg/masks/Imgclean_1253_0.png,test
Data/raw/dust_seg/images/Imgclean_1255_0.jpg,Data/raw/dust_seg/masks/Imgclean_1255_0.png,train
Data/raw/dust_seg/images/Imgclean_1257_0.jpg,Data/raw/dust_seg/masks/Imgclean_1257_0.png,train
Data/raw/dust_seg/images/Imgclean_1258_0.jpg,Data/raw/dust_seg/masks/Imgclean_1258_0.png,train
Data/raw/dust_seg/images/Imgclean_125_0.jpg,Data/raw/dust_seg/masks/Imgclean_125_0.png,train
Data/raw/dust_seg/images/Imgclean_1261_0.jpg,Data/raw/dust_seg/masks/Imgclean_1261_0.png,train
Data/raw/dust_seg/images/Imgclean_1262_0.jpg,Data/raw/dust_seg/masks/Imgclean_1262_0.png,val
Data/raw/dust_seg/images/Imgclean_1264_0.jpg,Data/raw/dust_seg/masks/Imgclean_1264_0.png,train
Data/raw/dust_seg/images/Imgclean_1265_0.jpg,Data/raw/dust_seg/masks/Imgclean_1265_0.png,test
Data/raw/dust_seg/images/Imgclean_1266_0.jpg,Data/raw/dust_seg/masks/Imgclean_1266_0.png,train
Data/raw/dust_seg/images/Imgclean_1267_0.jpg,Data/raw/dust_seg/masks/Imgclean_1267_0.png,val
Data/raw/dust_seg/images/Imgclean_1268_0.jpg,Data/raw/dust_seg/masks/Imgclean_1268_0.png,train
Data/raw/dust_seg/images/Imgclean_1269_0.jpg,Data/raw/dust_seg/masks/Imgclean_1269_0.png,train
Data/raw/dust_seg/images/Imgclean_1271_0.jpg,Data/raw/dust_seg/masks/Imgclean_1271_0.png,train
Data/raw/dust_seg/images/Imgclean_1272_0.jpg,Data/raw/dust_seg/masks/Imgclean_1272_0.png,train
Data/raw/dust_seg/images/Imgclean_1273_0.jpg,Data/raw/dust_seg/masks/Imgclean_1273_0.png,train
Data/raw/dust_seg/images/Imgclean_1274_0.jpg,Data/raw/dust_seg/masks/Imgclean_1274_0.png,train
Data/raw/dust_seg/images/Imgclean_1275_0.jpg,Data/raw/dust_seg/masks/Imgclean_1275_0.png,train
Data/raw/dust_seg/images/Imgclean_1279_0.jpg,Data/raw/dust_seg/masks/Imgclean_1279_0.png,train
Data/raw/dust_seg/images/Imgclean_127_0.jpg,Data/raw/dust_seg/masks/Imgclean_127_0.png,train
Data/raw/dust_seg/images/Imgclean_1282_0.jpg,Data/raw/dust_seg/masks/Imgclean_1282_0.png,train
Data/raw/dust_seg/images/Imgclean_1284_0.jpg,Data/raw/dust_seg/masks/Imgclean_1284_0.png,val
Data/raw/dust_seg/images/Imgclean_1285_0.jpg,Data/raw/dust_seg/masks/Imgclean_1285_0.png,train
Data/raw/dust_seg/images/Imgclean_1287_0.jpg,Data/raw/dust_seg/masks/Imgclean_1287_0.png,train
Data/raw/dust_seg/images/Imgclean_128_0.jpg,Data/raw/dust_seg/masks/Imgclean_128_0.png,test
Data/raw/dust_seg/images/Imgclean_1290_0.jpg,Data/raw/dust_seg/masks/Imgclean_1290_0.png,train
Data/raw/dust_seg/images/Imgclean_1291_0.jpg,Data/raw/dust_seg/masks/Imgclean_1291_0.png,train
Data/raw/dust_seg/images/Imgclean_1296_0.jpg,Data/raw/dust_seg/masks/Imgclean_1296_0.png,train
Data/raw/dust_seg/images/Imgclean_129_0.jpg,Data/raw/dust_seg/masks/Imgclean_129_0.png,test
Data/raw/dust_seg/images/Imgclean_1300_0.jpg,Data/raw/dust_seg/masks/Imgclean_1300_0.png,train
Data/raw/dust_seg/images/Imgclean_1302_0.jpg,Data/raw/dust_seg/masks/Imgclean_1302_0.png,train
Data/raw/dust_seg/images/Imgclean_1304_0.jpg,Data/raw/dust_seg/masks/Imgclean_1304_0.png,train
Data/raw/dust_seg/images/Imgclean_1305_0.jpg,Data/raw/dust_seg/masks/Imgclean_1305_0.png,train
Data/raw/dust_seg/images/Imgclean_1308_0.jpg,Data/raw/dust_seg/masks/Imgclean_1308_0.png,train
Data/raw/dust_seg/images/Imgclean_1310_0.jpg,Data/raw/dust_seg/masks/Imgclean_1310_0.png,train
Data/raw/dust_seg/images/Imgclean_1312_0.jpg,Data/raw/dust_seg/masks/Imgclean_1312_0.png,val
Data/raw/dust_seg/images/Imgclean_1313_0.jpg,Data/raw/dust_seg/masks/Imgclean_1313_0.png,train
Data/raw/dust_seg/images/Imgclean_1314_0.jpg,Data/raw/dust_seg/masks/Imgclean_1314_0.png,train
Data/raw/dust_seg/images/Imgclean_1315_0.jpg,Data/raw/dust_seg/masks/Imgclean_1315_0.png,train
Data/raw/dust_seg/images/Imgclean_1316_0.jpg,Data/raw/dust_seg/masks/Imgclean_1316_0.png,train
Data/raw/dust_seg/images/Imgclean_1324_0.jpg,Data/raw/dust_seg/masks/Imgclean_1324_0.png,train
Data/raw/dust_seg/images/Imgclean_1325_0.jpg,Data/raw/dust_seg/masks/Imgclean_1325_0.png,train
Data/raw/dust_seg/images/Imgclean_1327_0.jpg,Data/raw/dust_seg/masks/Imgclean_1327_0.png,val
Data/raw/dust_seg/images/Imgclean_1328_0.jpg,Data/raw/dust_seg/masks/Imgclean_1328_0.png,val
Data/raw/dust_seg/images/Imgclean_1330_0.jpg,Data/raw/dust_seg/masks/Imgclean_1330_0.png,train
Data/raw/dust_seg/images/Imgclean_1331_0.jpg,Data/raw/dust_seg/masks/Imgclean_1331_0.png,train
Data/raw/dust_seg/images/Imgclean_1333_0.jpg,Data/raw/dust_seg/masks/Imgclean_1333_0.png,train
Data/raw/dust_seg/images/Imgclean_1335_0.jpg,Data/raw/dust_seg/masks/Imgclean_1335_0.png,train
Data/raw/dust_seg/images/Imgclean_1336_0.jpg,Data/raw/dust_seg/masks/Imgclean_1336_0.png,train
Data/raw/dust_seg/images/Imgclean_1337_0.jpg,Data/raw/dust_seg/masks/Imgclean_1337_0.png,test
Data/raw/dust_seg/images/Imgclean_1344_0.jpg,Data/raw/dust_seg/masks/Imgclean_1344_0.png,train
Data/raw/dust_seg/images/Imgclean_1349_0.jpg,Data/raw/dust_seg/masks/Imgclean_1349_0.png,train
Data/raw/dust_seg/images/Imgclean_1350_0.jpg,Data/raw/dust_seg/masks/Imgclean_1350_0.png,train
Data/raw/dust_seg/images/Imgclean_1351_0.jpg,Data/raw/dust_seg/masks/Imgclean_1351_0.png,train
Data/raw/dust_seg/images/Imgclean_1352_0.jpg,Data/raw/dust_seg/masks/Imgclean_1352_0.png,train
Data/raw/dust_seg/images/Imgclean_1353_0.jpg,Data/raw/dust_seg/masks/Imgclean_1353_0.png,train
Data/raw/dust_seg/images/Imgclean_1355_0.jpg,Data/raw/dust_seg/masks/Imgclean_1355_0.png,train
Data/raw/dust_seg/images/Imgclean_1356_0.jpg,Data/raw/dust_seg/masks/Imgclean_1356_0.png,test
Data/raw/dust_seg/images/Imgclean_135_0.jpg,Data/raw/dust_seg/masks/Imgclean_135_0.png,train
Data/raw/dust_seg/images/Imgclean_1360_0.jpg,Data/raw/dust_seg/masks/Imgclean_1360_0.png,train
Data/raw/dust_seg/images/Imgclean_1361_0.jpg,Data/raw/dust_seg/masks/Imgclean_1361_0.png,val
Data/raw/dust_seg/images/Imgclean_1362_0.jpg,Data/raw/dust_seg/masks/Imgclean_1362_0.png,train
Data/raw/dust_seg/images/Imgclean_1365_0.jpg,Data/raw/dust_seg/masks/Imgclean_1365_0.png,train
Data/raw/dust_seg/images/Imgclean_1366_0.jpg,Data/raw/dust_seg/masks/Imgclean_1366_0.png,train
Data/raw/dust_seg/images/Imgclean_1368_0.jpg,Data/raw/dust_seg/masks/Imgclean_1368_0.png,train
Data/raw/dust_seg/images/Imgclean_1369_0.jpg,Data/raw/dust_seg/masks/Imgclean_1369_0.png,val
Data/raw/dust_seg/images/Imgclean_1370_0.jpg,Data/raw/dust_seg/masks/Imgclean_1370_0.png,train
Data/raw/dust_seg/images/Imgclean_1371_0.jpg,Data/raw/dust_seg/masks/Imgclean_1371_0.png,train
Data/raw/dust_seg/images/Imgclean_1372_0.jpg,Data/raw/dust_seg/masks/Imgclean_1372_0.png,test
Data/raw/dust_seg/images/Imgclean_1373_0.jpg,Data/raw/dust_seg/masks/Imgclean_1373_0.png,train
Data/raw/dust_seg/images/Imgclean_1374_0.jpg,Data/raw/dust_seg/masks/Imgclean_1374_0.png,train
Data/raw/dust_seg/images/Imgclean_1375_0.jpg,Data/raw/dust_seg/masks/Imgclean_1375_0.png,train
Data/raw/dust_seg/images/Imgclean_1376_0.jpg,Data/raw/dust_seg/masks/Imgclean_1376_0.png,test
Data/raw/dust_seg/images/Imgclean_1378_0.jpg,Data/raw/dust_seg/masks/Imgclean_1378_0.png,train
Data/raw/dust_seg/images/Imgclean_1379_0.jpg,Data/raw/dust_seg/masks/Imgclean_1379_0.png,val
Data/raw/dust_seg/images/Imgclean_1380_0.jpg,Data/raw/dust_seg/masks/Imgclean_1380_0.png,train
